group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
find,c,,,,242512399.0,ns,3
find,c,,,,481340825.0,ns,6
find,c,,,,713809093.0,ns,9
find,c,,,,955280063.0,ns,12
find,c,,,,1206641644.0,ns,15
find,c,,,,2165568844.0,ns,18
find,c,,,,1759744925.0,ns,21
find,c,,,,1928649808.0,ns,24
find,c,,,,2162235515.0,ns,27
find,c,,,,2691358554.0,ns,30
