group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
find,b,,,,252294726.0,ns,3
find,b,,,,494053366.0,ns,6
find,b,,,,726855845.0,ns,9
find,b,,,,966440920.0,ns,12
find,b,,,,1219921296.0,ns,15
find,b,,,,1465212383.0,ns,18
find,b,,,,1714825788.0,ns,21
find,b,,,,2011177014.0,ns,24
find,b,,,,2239556507.0,ns,27
find,b,,,,2428275900.0,ns,30
